Date,close,open,high,low,涨跌幅,volume,Ticker
2024-04-15,413.64,426.6,426.82,413.43,-1.96%,20270000.0,MSFT
2024-04-16,414.58,414.57,418.4,413.73,0.23%,16770000.0,MSFT
2024-04-17,411.84,417.25,418.88,410.33,-0.66%,15860000.0,MSFT
2024-04-18,404.27,410.63,411.89,403.95,-1.84%,21030000.0,MSFT
2024-04-19,399.12,404.03,405.48,397.77,-1.27%,30570000.0,MSFT
2024-04-22,400.96,400.08,402.85,395.75,0.46%,20290000.0,MSFT
2024-04-23,407.57,404.23,408.2,403.06,1.65%,15730000.0,MSFT
2024-04-24,409.06,409.56,412.47,406.78,0.37%,15070000.0,MSFT
2024-04-25,399.04,394.03,399.89,388.03,-2.45%,40590000.0,MSFT
2024-04-26,406.32,412.17,413.0,405.76,1.82%,29690000.0,MSFT
2024-04-29,402.25,405.25,406.32,399.19,-1.00%,19580000.0,MSFT
2024-04-30,389.33,401.49,402.16,389.17,-3.21%,28780000.0,MSFT
2024-05-01,394.94,392.61,401.72,390.31,1.44%,23560000.0,MSFT
2024-05-02,397.84,397.66,399.93,394.65,0.73%,17710000.0,MSFT
2024-05-03,406.66,402.28,407.15,401.86,2.22%,17450000.0,MSFT
2024-05-06,413.54,408.76,413.93,406.37,1.69%,17000000.0,MSFT
2024-05-07,409.34,414.66,414.67,409.09,-1.02%,20020000.0,MSFT
2024-05-08,410.54,408.17,412.23,406.71,0.29%,11790000.0,MSFT
2024-05-09,412.32,410.57,412.72,409.1,0.43%,14690000.0,MSFT
2024-05-10,414.74,412.93,415.38,411.8,0.59%,13400000.0,MSFT
2024-05-13,413.72,418.01,418.35,410.82,-0.25%,15440000.0,MSFT
2024-05-14,416.56,412.02,417.49,411.55,0.69%,15110000.0,MSFT
2024-05-15,423.08,417.9,423.81,417.27,1.57%,22240000.0,MSFT
2024-05-16,420.99,421.8,425.42,420.35,-0.49%,17530000.0,MSFT
2024-05-17,420.21,422.54,422.92,418.02,-0.19%,15350000.0,MSFT
2024-05-20,425.34,420.21,426.77,419.99,1.22%,16270000.0,MSFT
2024-05-21,429.04,426.83,432.97,424.85,0.87%,21450000.0,MSFT
2024-05-22,430.52,430.09,432.41,427.13,0.34%,18070000.0,MSFT
2024-05-23,427.0,432.97,433.6,425.42,-0.82%,17210000.0,MSFT
2024-05-24,430.16,427.19,431.05,424.41,0.74%,11860000.0,MSFT
2024-05-28,430.32,429.63,430.82,426.6,0.04%,15720000.0,MSFT
2024-05-29,429.17,425.69,430.94,425.69,-0.27%,15520000.0,MSFT
2024-05-30,414.67,424.3,424.3,414.24,-3.38%,28420000.0,MSFT
2024-05-31,415.13,416.75,416.75,404.51,0.11%,48000000.0,MSFT
2024-06-03,413.52,415.52,416.43,408.92,-0.39%,17480000.0,MSFT
2024-06-04,416.07,412.43,416.44,409.67,0.62%,14350000.0,MSFT
2024-06-05,424.01,417.81,424.08,416.3,1.91%,16990000.0,MSFT
2024-06-06,424.52,424.01,425.31,420.58,0.12%,14860000.0,MSFT
2024-06-07,423.85,426.2,426.28,423.0,-0.16%,13620000.0,MSFT
2024-06-10,427.87,424.7,428.08,423.89,0.95%,14000000.0,MSFT
2024-06-11,432.68,425.48,432.82,425.25,1.12%,14550000.0,MSFT
2024-06-12,441.06,435.32,443.4,433.25,1.94%,22370000.0,MSFT
2024-06-13,441.58,440.85,443.39,439.37,0.12%,15960000.0,MSFT
2024-06-14,442.57,438.27,443.14,436.72,0.22%,13580000.0,MSFT
2024-06-17,448.37,442.58,450.94,440.72,1.31%,20790000.0,MSFT
2024-06-18,446.34,449.7,450.14,444.89,-0.45%,17110000.0,MSFT
2024-06-20,445.7,446.3,446.53,441.27,-0.14%,19880000.0,MSFT
2024-06-21,449.78,447.38,450.58,446.51,0.92%,34490000.0,MSFT
2024-06-24,447.67,449.8,452.75,446.41,-0.47%,15910000.0,MSFT
2024-06-25,450.95,448.25,451.42,446.75,0.73%,16750000.0,MSFT
2024-06-26,452.16,449.0,453.6,448.19,0.27%,16510000.000000002,MSFT
2024-06-27,452.85,452.17,456.17,451.77,0.15%,14810000.0,MSFT
2024-06-28,446.95,453.07,455.38,446.41,-1.30%,28360000.0,MSFT
2024-07-01,456.73,448.66,457.37,445.66,2.19%,17660000.0,MSFT
2024-07-02,459.28,453.2,459.59,453.11,0.56%,13980000.0,MSFT
2024-07-03,460.77,458.19,461.02,457.88,0.32%,9930000.0,MSFT
2024-07-05,467.56,459.61,468.35,458.96,1.47%,16000000.0,MSFT
2024-07-08,466.24,466.55,467.7,464.46,-0.28%,12960000.0,MSFT
2024-07-09,459.54,467.0,467.33,458.0,-1.44%,17230000.0,MSFT
2024-07-10,466.25,461.22,466.46,458.86,1.46%,18200000.0,MSFT
2024-07-11,454.7,462.98,464.78,451.55,-2.48%,23110000.0,MSFT
2024-07-12,453.55,454.33,456.36,450.64,-0.25%,16320000.0,MSFT
2024-07-15,453.96,453.3,457.26,451.43,0.09%,14430000.0,MSFT
2024-07-16,449.52,454.22,454.3,446.66,-0.98%,17180000.0,MSFT
2024-07-17,443.52,442.59,444.85,439.18,-1.33%,21750000.0,MSFT
2024-07-18,440.37,444.34,444.65,434.4,-0.71%,20790000.0,MSFT
2024-07-19,437.11,433.1,441.14,432.0,-0.74%,20940000.0,MSFT
2024-07-22,442.94,441.79,444.6,438.91,1.33%,15810000.0,MSFT
2024-07-23,444.85,443.89,448.39,443.1,0.43%,13110000.0,MSFT
2024-07-24,428.9,440.45,441.48,427.58,-3.59%,26810000.0,MSFT
2024-07-25,418.4,428.8,429.8,417.51,-2.45%,29940000.0,MSFT
2024-07-26,425.27,418.2,428.92,417.27,1.64%,23580000.0,MSFT
2024-07-29,426.73,431.58,432.15,424.7,0.34%,15130000.0,MSFT
2024-07-30,422.92,427.72,429.05,417.36,-0.89%,32689999.999999996,MSFT
2024-07-31,418.35,420.49,421.77,412.21,-1.08%,42890000.0,MSFT
2024-08-01,417.11,420.79,427.46,413.09,-0.30%,30300000.0,MSFT
2024-08-02,408.49,412.49,415.0,404.34,-2.07%,29440000.0,MSFT
2024-08-05,395.15,389.17,401.04,385.58,-3.27%,40710000.0,MSFT
2024-08-06,399.61,400.0,405.67,398.5,1.13%,24950000.0,MSFT
2024-08-07,398.43,408.64,410.08,397.47,-0.30%,20650000.0,MSFT
2024-08-08,402.69,402.44,405.86,399.94,1.07%,20200000.0,MSFT
2024-08-09,406.02,404.03,408.05,402.26,0.83%,19280000.0,MSFT
2024-08-12,406.81,407.06,408.76,404.24,0.19%,16760000.000000002,MSFT
2024-08-13,414.01,409.59,414.95,409.57,1.77%,19410000.0,MSFT
2024-08-14,416.86,414.8,417.72,412.45,0.69%,18270000.0,MSFT
2024-08-15,421.03,419.8,421.11,417.66,1.00%,20750000.0,MSFT
2024-08-16,418.47,420.6,421.34,417.3,-0.61%,22780000.0,MSFT
2024-08-19,421.53,418.96,421.75,416.46,0.73%,15230000.0,MSFT
2024-08-20,424.8,421.7,425.86,421.64,0.78%,16390000.0,MSFT
2024-08-21,424.14,424.08,426.4,421.72,-0.16%,16070000.0,MSFT
2024-08-22,415.55,424.36,426.79,414.61,-2.03%,19360000.0,MSFT
2024-08-23,416.79,416.98,419.26,412.09,0.30%,18490000.0,MSFT
2024-08-26,413.49,416.36,417.28,411.34,-0.79%,13150000.0,MSFT
2024-08-27,413.84,412.86,414.36,410.25,0.08%,13490000.0,MSFT
2024-08-28,410.6,414.88,415.0,407.31,-0.78%,14880000.0,MSFT
2024-08-29,413.12,414.94,422.05,410.6,0.61%,17050000.0,MSFT
2024-08-30,417.14,415.6,417.49,412.13,0.97%,24310000.0,MSFT
2024-09-03,409.44,417.91,419.88,407.03,-1.85%,20310000.0,MSFT
2024-09-04,408.9,405.91,411.24,404.37,-0.13%,15140000.0,MSFT
2024-09-05,408.39,407.62,413.1,406.13,-0.12%,14200000.0,MSFT
2024-09-06,401.7,409.06,410.65,400.8,-1.64%,19610000.0,MSFT
2024-09-09,405.72,407.24,408.65,402.15,1.00%,15300000.0,MSFT
2024-09-10,414.2,408.2,416.33,407.7,2.09%,19590000.0,MSFT
2024-09-11,423.04,415.5,423.99,409.58,2.13%,19270000.0,MSFT
2024-09-12,427.0,423.31,427.37,419.75,0.94%,17420000.0,MSFT
2024-09-13,430.59,425.83,431.83,425.46,0.84%,15870000.0,MSFT
2024-09-16,431.34,430.6,433.53,428.22,0.17%,13830000.0,MSFT
2024-09-17,435.15,440.23,441.85,432.27,0.88%,18870000.0,MSFT
2024-09-18,430.81,435.0,436.03,430.41,-1.00%,18900000.0,MSFT
2024-09-19,438.69,441.23,441.5,436.9,1.83%,21710000.0,MSFT
2024-09-20,435.27,437.22,439.24,434.22,-0.78%,55170000.0,MSFT
2024-09-23,433.51,434.28,436.46,430.39,-0.40%,15130000.0,MSFT
2024-09-24,429.17,433.0,433.35,426.1,-1.00%,17020000.0,MSFT
2024-09-25,432.11,429.83,433.12,428.57,0.69%,13400000.0,MSFT
2024-09-26,431.31,435.08,435.3,429.13,-0.19%,14490000.0,MSFT
2024-09-27,428.02,431.52,431.85,427.47,-0.76%,14900000.0,MSFT
2024-09-30,430.3,428.21,430.42,425.37,0.53%,16850000.0,MSFT
2024-10-01,420.69,428.45,428.48,418.81,-2.23%,19090000.0,MSFT
2024-10-02,417.13,422.58,422.82,416.71,-0.85%,16579999.999999998,MSFT
2024-10-03,416.54,417.63,419.55,414.29,-0.14%,13690000.0,MSFT
2024-10-04,416.06,418.24,419.75,414.97,-0.12%,19190000.0,MSFT
2024-10-07,409.54,416.0,417.11,409.0,-1.57%,20920000.0,MSFT
2024-10-08,414.71,410.9,415.66,408.17,1.26%,19230000.0,MSFT
2024-10-09,417.46,415.86,420.38,414.3,0.66%,14970000.0,MSFT
2024-10-10,415.84,415.23,417.35,413.15,-0.39%,13850000.0,MSFT
2024-10-11,416.32,416.14,417.13,413.25,0.12%,14140000.0,MSFT
2024-10-14,419.14,417.77,424.04,417.52,0.68%,16649999.999999998,MSFT
2024-10-15,418.74,422.18,422.48,415.26,-0.10%,18900000.0,MSFT
2024-10-16,416.12,415.17,416.36,410.48,-0.63%,15510000.0,MSFT
2024-10-17,416.72,422.36,422.5,415.59,0.14%,14820000.0,MSFT
2024-10-18,418.16,417.14,419.65,416.26,0.35%,17150000.0,MSFT
2024-10-21,418.78,416.12,418.96,413.75,0.15%,14210000.0,MSFT
2024-10-22,427.51,418.49,430.58,418.04,2.08%,25480000.0,MSFT
2024-10-23,424.6,430.86,431.08,422.53,-0.68%,19650000.0,MSFT
2024-10-24,424.73,425.33,425.98,422.4,0.03%,13580000.0,MSFT
2024-10-25,428.15,426.76,432.52,426.57,0.81%,16900000.0,MSFT
2024-10-28,426.59,431.65,431.94,426.3,-0.36%,14880000.0,MSFT
2024-10-29,431.95,428.0,433.17,425.8,1.26%,17640000.0,MSFT
2024-10-30,432.53,437.43,438.5,432.1,0.13%,29750000.0,MSFT
2024-10-31,406.35,415.36,416.16,406.3,-6.05%,53970000.0,MSFT
2024-11-01,410.37,409.01,415.5,407.5,0.99%,24230000.0,MSFT
2024-11-04,408.46,409.8,410.42,405.57,-0.47%,19670000.0,MSFT
2024-11-05,411.46,408.37,414.9,408.08,0.73%,17630000.0,MSFT
2024-11-06,420.18,412.42,420.45,410.52,2.12%,26680000.0,MSFT
2024-11-07,425.43,421.28,426.85,419.88,1.25%,19900000.0,MSFT
2024-11-08,422.54,425.32,426.5,421.78,-0.68%,16890000.0,MSFT
2024-11-11,418.01,422.52,424.81,416.0,-1.07%,24500000.0,MSFT
2024-11-12,423.03,418.25,424.44,417.2,1.20%,19400000.0,MSFT
2024-11-13,425.2,421.64,429.33,418.21,0.51%,21500000.0,MSFT
2024-11-14,426.89,425.0,428.17,420.0,0.40%,30250000.0,MSFT
2024-11-15,415.0,419.82,422.8,413.64,-2.79%,28250000.0,MSFT
2024-11-18,415.76,414.87,418.4,412.1,0.18%,24740000.0,MSFT
2024-11-19,417.79,413.11,417.94,411.55,0.49%,18130000.0,MSFT
2024-11-20,415.49,416.87,417.29,410.58,-0.55%,19190000.0,MSFT
2024-11-21,412.87,419.5,419.78,410.29,-0.63%,20780000.0,MSFT
2024-11-22,417.0,411.36,417.4,411.06,1.00%,24810000.0,MSFT
2024-11-25,418.79,418.38,421.08,414.85,0.43%,27690000.0,MSFT
2024-11-26,427.99,419.58,429.04,418.85,2.20%,23460000.0,MSFT
2024-11-27,422.99,425.11,427.23,422.02,-1.17%,18330000.0,MSFT
2024-11-29,423.46,420.09,424.88,417.8,0.11%,16270000.0,MSFT
2024-12-02,430.98,421.57,433.0,421.31,1.78%,20210000.0,MSFT
2024-12-03,431.2,429.84,432.47,427.74,0.05%,18300000.0,MSFT
2024-12-04,437.42,433.03,439.67,432.63,1.44%,26010000.0,MSFT
2024-12-05,442.62,437.92,444.66,436.17,1.19%,21700000.0,MSFT
2024-12-06,443.57,442.3,446.1,441.77,0.21%,18820000.0,MSFT
2024-12-09,446.02,442.6,448.33,440.5,0.55%,19140000.0,MSFT
2024-12-10,443.33,444.39,449.62,441.6,-0.60%,18470000.0,MSFT
2024-12-11,448.99,444.05,450.35,444.05,1.28%,19200000.0,MSFT
2024-12-12,449.56,449.11,456.16,449.11,0.13%,20830000.0,MSFT
2024-12-13,447.27,448.43,451.43,445.58,-0.51%,20180000.0,MSFT
2024-12-16,451.59,447.27,452.18,445.28,0.97%,23600000.0,MSFT
2024-12-17,454.46,451.01,455.29,449.57,0.64%,22730000.0,MSFT
2024-12-18,437.39,451.32,452.65,437.02,-3.76%,24440000.0,MSFT
2024-12-19,437.03,441.62,443.18,436.32,-0.08%,22960000.0,MSFT
2024-12-20,436.6,433.11,443.74,428.63,-0.10%,64260000.00000001,MSFT
2024-12-23,435.25,436.74,437.65,432.83,-0.31%,19150000.0,MSFT
2024-12-24,439.33,434.65,439.6,434.19,0.94%,7160000.0,MSFT
2024-12-26,438.11,439.08,440.94,436.63,-0.28%,8199999.999999999,MSFT
2024-12-27,430.53,434.6,435.22,426.35,-1.73%,18120000.0,MSFT
2024-12-30,424.83,426.06,427.55,421.9,-1.32%,13160000.0,MSFT
2024-12-31,421.5,426.1,426.73,420.66,-0.78%,13250000.0,MSFT
2025-01-02,418.58,425.53,426.07,414.85,-0.69%,16900000.0,MSFT
2025-01-03,423.35,421.08,424.03,419.54,1.14%,16660000.0,MSFT
2025-01-06,427.85,428.0,434.32,425.48,1.06%,20570000.0,MSFT
2025-01-07,422.37,429.0,430.65,420.8,-1.28%,18140000.0,MSFT
2025-01-08,424.56,423.46,426.97,421.54,0.52%,15050000.0,MSFT
2025-01-10,418.95,424.63,424.71,415.02,-1.32%,20200000.0,MSFT
2025-01-13,417.19,415.23,418.5,412.29,-0.42%,17600000.0,MSFT
2025-01-14,415.67,417.81,419.74,410.72,-0.36%,16940000.0,MSFT
2025-01-15,426.31,419.13,428.15,418.27,2.56%,19640000.0,MSFT
2025-01-16,424.58,428.7,429.49,424.39,-0.41%,15300000.0,MSFT
2025-01-17,429.03,434.08,434.48,428.17,1.05%,26200000.0,MSFT
2025-01-21,428.5,430.2,430.9,425.6,-0.12%,26090000.0,MSFT
2025-01-22,446.2,437.56,447.27,436.0,4.13%,27800000.0,MSFT
2025-01-23,446.71,442.0,446.75,441.5,0.11%,18390000.0,MSFT
2025-01-24,444.06,445.16,446.65,441.4,-0.59%,15550000.0,MSFT
2025-01-27,434.56,424.01,435.2,423.5,-2.14%,35650000.0,MSFT
2025-01-28,447.2,434.6,448.38,431.38,2.91%,23490000.0,MSFT
2025-01-29,442.33,446.69,446.88,440.4,-1.09%,23580000.0,MSFT
2025-01-30,414.99,418.77,422.86,413.16,-6.18%,54590000.0,MSFT
2025-01-31,415.06,418.98,420.69,414.91,0.02%,34220000.0,MSFT
2025-02-03,410.92,411.6,415.41,408.66,-1.00%,25680000.0,MSFT
2025-02-04,412.37,412.68,413.92,409.74,0.35%,20530000.0,MSFT
2025-02-05,413.29,412.35,413.83,410.4,0.22%,16340000.0,MSFT
2025-02-06,415.82,414.0,418.2,414.0,0.61%,16309999.999999998,MSFT
2025-02-07,409.75,416.48,418.65,408.1,-1.46%,22890000.0,MSFT
2025-02-10,412.22,413.71,415.46,410.92,0.60%,20820000.0,MSFT
2025-02-11,411.44,409.64,412.49,409.3,-0.19%,18140000.0,MSFT
2025-02-12,409.04,407.21,410.75,404.37,-0.58%,19120000.0,MSFT
2025-02-13,410.54,407.0,411.0,406.36,0.37%,23890000.0,MSFT
2025-02-14,408.43,407.79,408.91,405.88,-0.51%,22760000.0,MSFT
2025-02-18,409.64,408.0,410.6,406.5,0.30%,21420000.0,MSFT
2025-02-19,414.77,407.88,415.49,407.65,1.25%,24110000.0,MSFT
2025-02-20,416.13,415.29,419.31,412.54,0.33%,23510000.0,MSFT
2025-02-21,408.21,417.33,418.05,407.89,-1.90%,27520000.0,MSFT
2025-02-24,404.0,408.51,409.37,399.32,-1.03%,26440000.0,MSFT
2025-02-25,397.9,401.1,401.92,396.7,-1.51%,29390000.0,MSFT
2025-02-26,399.73,398.01,403.6,394.24,0.46%,19620000.0,MSFT
2025-02-27,392.53,401.27,405.74,392.17,-1.80%,21130000.0,MSFT
2025-02-28,396.99,392.65,397.63,386.57,1.14%,32850000.0,MSFT
2025-03-03,388.49,398.82,398.82,386.15,-2.14%,23010000.0,MSFT
2025-03-04,388.61,383.4,392.58,381.0,0.03%,29340000.0,MSFT
2025-03-05,401.02,389.34,401.67,388.81,3.19%,23430000.0,MSFT
2025-03-06,396.89,394.28,402.15,392.68,-1.03%,23300000.0,MSFT
2025-03-07,393.31,392.32,394.8,385.54,-0.90%,22030000.0,MSFT
2025-03-10,380.16,385.84,386.4,377.22,-3.34%,32840000.000000004,MSFT
2025-03-11,380.45,379.0,386.0,376.91,0.08%,30380000.0,MSFT
2025-03-12,383.27,382.95,385.22,378.95,0.74%,24250000.0,MSFT
2025-03-13,378.77,383.15,385.32,377.45,-1.17%,20470000.0,MSFT
2025-03-14,388.56,379.77,390.23,379.51,2.58%,19950000.0,MSFT
2025-03-17,388.7,386.7,392.7,385.57,0.04%,22470000.0,MSFT
2025-03-18,383.52,387.07,387.37,381.1,-1.33%,19490000.0,MSFT
2025-03-19,387.82,385.52,389.68,384.0,1.12%,19190000.0,MSFT
2025-03-20,386.84,385.73,391.79,383.28,-0.25%,18470000.0,MSFT
2025-03-21,391.26,383.21,391.74,382.8,1.14%,39680000.0,MSFT
2025-03-24,393.08,395.4,395.4,389.81,0.47%,21000000.0,MSFT
2025-03-25,395.16,393.92,396.36,392.64,0.53%,15770000.0,MSFT
2025-03-26,389.97,395.0,395.31,388.57,-1.31%,16129999.999999998,MSFT
2025-03-27,390.58,390.13,392.24,387.39,0.16%,13770000.0,MSFT
2025-03-28,378.8,388.08,389.13,376.93,-3.02%,21630000.0,MSFT
2025-03-31,375.39,372.54,377.07,367.24,-0.90%,35180000.0,MSFT
2025-04-01,382.19,374.65,382.85,373.23,1.81%,19690000.0,MSFT
2025-04-02,382.14,377.96,385.08,376.62,-0.01%,16090000.0,MSFT
2025-04-03,373.11,374.79,377.48,369.35,-2.36%,30200000.0,MSFT
2025-04-04,359.84,364.13,374.59,359.48,-3.56%,49210000.0,MSFT
2025-04-07,357.86,350.88,371.0,344.79,-0.55%,50430000.0,MSFT
2025-04-08,354.56,368.26,373.65,350.25,-0.92%,35870000.0,MSFT
2025-04-09,390.49,353.54,393.23,353.1,10.13%,50200000.0,MSFT
2025-04-10,381.35,382.06,383.9,367.8,-2.34%,38020000.0,MSFT
2025-04-11,388.45,380.64,390.05,378.89,1.86%,23840000.0,MSFT
2025-04-14,387.81,393.22,394.65,384.21,-0.16%,19250000.0,MSFT
2025-04-15,385.73,388.51,391.89,384.16,-0.54%,17200000.0,MSFT
2025-04-16,371.61,380.67,381.61,368.0,-3.66%,21970000.0,MSFT
2025-04-17,367.78,373.74,374.32,366.89,-1.03%,21120000.0,MSFT
2025-04-21,359.12,362.82,364.48,355.67,-2.35%,20810000.0,MSFT
2025-04-22,366.82,363.38,367.77,359.86,2.14%,19480000.0,MSFT
2025-04-23,374.39,376.06,380.39,373.02,2.06%,20550000.0,MSFT
2025-04-24,387.3,375.7,388.45,375.19,3.45%,22230000.0,MSFT
2025-04-25,391.85,387.0,392.16,384.6,1.17%,18970000.0,MSFT
2025-04-28,391.16,391.95,392.74,386.64,-0.18%,16579999.999999998,MSFT
2025-04-29,394.04,391.3,395.1,390.38,0.74%,14970000.0,MSFT
2025-04-30,395.26,390.3,396.66,384.44,0.31%,36460000.0,MSFT
2025-05-01,425.4,431.11,436.99,424.9,7.63%,58940000.0,MSFT
2025-05-02,435.28,431.74,439.44,429.98,2.32%,30760000.0,MSFT
2025-05-05,436.17,432.87,439.5,432.11,0.20%,20140000.0,MSFT
2025-05-06,433.31,432.2,437.73,431.17,-0.66%,15100000.0,MSFT
2025-05-07,433.35,433.84,438.12,431.11,0.01%,23310000.0,MSFT
2025-05-08,438.17,437.93,443.67,435.66,1.11%,23490000.0,MSFT
2025-05-09,438.73,440.0,440.74,435.88,0.13%,15320000.0,MSFT
2025-05-12,449.26,445.94,449.37,439.78,2.40%,22820000.0,MSFT
2025-05-13,449.14,447.78,450.67,445.36,-0.03%,23620000.0,MSFT
2025-05-14,452.94,448.14,453.9,448.14,0.85%,19900000.0,MSFT
2025-05-15,453.13,450.77,456.19,450.43,0.04%,21990000.0,MSFT
2025-05-16,454.27,452.05,454.36,448.73,0.25%,23850000.0,MSFT
2025-05-19,458.87,450.88,459.58,450.8,1.01%,21340000.0,MSFT
2025-05-20,458.17,455.59,458.34,454.32,-0.15%,15440000.0,MSFT
2025-05-21,452.57,454.57,457.78,451.81,-1.22%,19220000.0,MSFT
2025-05-22,454.86,454.95,460.25,453.9,0.51%,18030000.0,MSFT
2025-05-23,450.18,449.98,453.69,448.91,-1.03%,16880000.0,MSFT
2025-05-27,460.69,456.48,460.95,456.11,2.33%,20970000.0,MSFT
2025-05-28,457.36,461.22,462.52,456.93,-0.72%,17090000.0,MSFT
2025-05-29,458.68,461.55,461.72,455.31,0.29%,13980000.0,MSFT
2025-05-30,460.36,459.71,461.68,455.54,0.37%,34770000.0,MSFT
2025-06-02,461.97,457.14,462.11,456.89,0.35%,16629999.999999998,MSFT
2025-06-03,462.97,461.47,464.14,460.86,0.22%,15740000.0,MSFT
2025-06-04,463.87,464.0,465.69,463.02,0.19%,14160000.0,MSFT
2025-06-05,467.68,464.95,469.65,464.03,0.82%,20150000.0,MSFT
2025-06-06,470.38,470.08,473.33,468.78,0.58%,15290000.0,MSFT
2025-06-09,472.75,469.7,473.43,468.62,0.50%,16469999.999999998,MSFT
2025-06-10,470.92,471.18,472.8,466.96,-0.39%,15380000.0,MSFT
2025-06-11,472.62,470.02,475.47,469.65,0.36%,16399999.999999998,MSFT
2025-06-12,478.87,475.02,480.42,473.52,1.32%,18950000.0,MSFT
2025-06-13,474.96,476.41,479.18,472.76,-0.82%,16810000.0,MSFT
2025-06-16,479.14,475.21,480.69,475.0,0.88%,15630000.0,MSFT
2025-06-17,478.04,475.39,478.74,474.08,-0.23%,15410000.0,MSFT
2025-06-18,480.24,478.0,481.0,474.46,0.46%,17530000.0,MSFT
2025-06-20,477.4,482.23,483.46,476.87,-0.59%,37580000.0,MSFT
2025-06-23,486.0,478.21,487.75,472.51,1.80%,24860000.0,MSFT
2025-06-24,490.11,488.95,491.85,486.8,0.85%,22310000.0,MSFT
2025-06-25,492.27,492.04,494.56,489.39,0.44%,17500000.0,MSFT
2025-06-26,497.45,492.98,498.04,492.81,1.05%,21580000.0,MSFT
2025-06-27,495.94,497.55,499.3,493.03,-0.30%,34540000.0,MSFT
2025-06-30,497.41,497.04,500.76,495.33,0.30%,28370000.0,MSFT
2025-07-01,492.05,496.47,498.05,490.98,-1.08%,19950000.0,MSFT
2025-07-02,491.09,489.99,493.5,488.7,-0.20%,16320000.0,MSFT
2025-07-03,498.84,493.81,500.13,493.44,1.58%,13980000.0,MSFT
2025-07-07,497.72,497.38,498.75,495.23,-0.22%,13980000.0,MSFT
2025-07-08,496.62,497.24,498.2,494.11,-0.22%,11850000.0,MSFT
2025-07-09,503.51,500.3,506.78,499.74,1.39%,18660000.0,MSFT
2025-07-10,501.48,503.05,504.44,497.75,-0.40%,16500000.0,MSFT
2025-07-11,503.32,498.47,505.03,497.8,0.37%,16460000.0,MSFT
2025-07-14,503.02,501.52,503.97,501.03,-0.06%,12060000.0,MSFT
2025-07-15,505.82,503.02,508.3,502.79,0.56%,14930000.0,MSFT
2025-07-16,505.62,505.18,506.72,501.89,-0.04%,15150000.0,MSFT
2025-07-17,511.7,505.68,513.37,505.62,1.20%,17500000.0,MSFT
2025-07-18,510.05,514.48,514.64,507.43,-0.32%,21210000.0,MSFT
2025-07-21,510.06,506.7,512.09,505.55,0.00%,14070000.0,MSFT
2025-07-22,505.27,510.97,511.2,505.27,-0.94%,13870000.0,MSFT
2025-07-23,505.87,506.75,506.79,500.7,0.12%,16399999.999999998,MSFT
2025-07-24,510.88,508.77,513.67,507.3,0.99%,16110000.0,MSFT
2025-07-25,513.71,512.47,518.29,510.36,0.55%,19130000.0,MSFT
2025-07-28,512.5,514.08,515.0,510.12,-0.24%,14310000.0,MSFT
2025-07-29,512.57,515.53,517.62,511.56,0.01%,16469999.999999998,MSFT
2025-07-30,513.24,515.17,515.95,509.43,0.13%,26380000.0,MSFT
2025-07-31,533.5,555.22,555.45,531.9,3.95%,51620000.0,MSFT
2025-08-01,524.11,535.0,535.8,520.86,-1.76%,28980000.0,MSFT
2025-08-04,535.64,528.27,538.25,528.13,2.20%,25350000.0,MSFT
2025-08-05,527.75,537.18,537.3,527.24,-1.47%,19170000.0,MSFT
2025-08-06,524.94,530.9,531.7,524.03,-0.53%,21360000.0,MSFT
2025-08-07,520.84,526.8,528.09,517.55,-0.78%,16079999.999999998,MSFT
2025-08-08,522.04,522.6,524.66,519.41,0.23%,15530000.0,MSFT
2025-08-11,521.77,522.3,527.59,519.72,-0.05%,20190000.0,MSFT
2025-08-12,529.24,523.75,530.98,522.7,1.43%,18690000.0,MSFT
2025-08-13,520.58,532.11,532.7,519.37,-1.64%,19620000.0,MSFT
2025-08-14,522.48,522.56,525.95,520.14,0.36%,20270000.0,MSFT
2025-08-15,520.17,522.77,526.1,519.08,-0.44%,25210000.0,MSFT
2025-08-18,517.1,521.59,522.82,514.02,-0.59%,23760000.0,MSFT
2025-08-19,509.77,515.0,515.16,508.55,-1.42%,21480000.0,MSFT
2025-08-20,505.72,509.86,511.0,504.44,-0.79%,27720000.0,MSFT
2025-08-21,504.24,503.69,507.63,502.72,-0.29%,18440000.0,MSFT
2025-08-22,507.23,504.25,510.73,502.41,0.59%,24320000.0,MSFT
2025-08-25,504.26,506.63,508.19,504.12,-0.59%,21640000.0,MSFT
2025-08-26,502.04,504.36,504.98,498.51,-0.44%,30840000.0,MSFT
2025-08-27,506.74,502.0,507.29,499.9,0.94%,17280000.0,MSFT
2025-08-28,509.64,507.09,511.09,505.5,0.57%,18020000.0,MSFT
2025-08-29,506.69,508.66,509.6,504.49,-0.58%,20960000.0,MSFT
2025-09-02,505.12,500.46,506.0,496.81,-0.31%,18130000.0,MSFT
2025-09-03,505.35,503.79,507.79,502.32,0.05%,16350000.000000002,MSFT
2025-09-04,507.97,504.3,508.15,503.15,0.52%,15510000.0,MSFT
2025-09-05,495.0,509.07,511.97,492.37,-2.55%,31990000.0,MSFT
2025-09-08,498.2,498.11,501.2,495.03,0.65%,16770000.0,MSFT
2025-09-09,498.41,501.43,502.25,497.7,0.04%,14410000.0,MSFT
2025-09-10,500.37,502.98,503.23,496.72,0.39%,21610000.0,MSFT
