Date,close,open,high,low,change_pct,volume,Ticker
2023-06-30,193.97,191.63,194.48,191.26,0.0231,85210000.0,AAPL
2023-07-03,192.46,193.78,193.88,191.76,-0.0078000000000000005,31460000.0,AAPL
2023-07-05,191.33,191.57,192.98,190.62,-0.0059,46920000.0,AAPL
2023-07-06,191.81,189.84,192.02,189.2,0.0025,45160000.0,AAPL
2023-07-07,190.68,191.41,192.67,190.24,-0.0059,46820000.0,AAPL
2023-07-10,188.61,189.26,189.99,187.04,-0.0109,59920000.0,AAPL
2023-07-11,188.08,189.16,189.3,186.6,-0.0028000000000000004,46640000.0,AAPL
2023-07-12,189.77,189.68,191.7,188.47,0.009000000000000001,60750000.0,AAPL
2023-07-13,190.54,190.5,191.19,189.78,0.0040999999999999995,41340000.0,AAPL
2023-07-14,190.69,190.23,191.18,189.63,0.0008,41620000.0,AAPL
2023-07-17,193.99,191.9,194.32,191.81,0.0173,50520000.0,AAPL
2023-07-18,193.73,193.35,194.33,192.41,-0.0013,48350000.0,AAPL
2023-07-19,195.1,193.1,198.23,192.65,0.0070999999999999995,80510000.0,AAPL
2023-07-20,193.13,195.09,196.47,192.49,-0.0101,59580000.0,AAPL
2023-07-21,191.94,194.1,194.97,191.23,-0.0062,71950000.0,AAPL
2023-07-24,192.75,193.41,194.91,192.25,0.0042,45510000.0,AAPL
2023-07-25,193.62,193.33,194.44,192.91,0.0045000000000000005,37280000.0,AAPL
2023-07-26,194.5,193.67,195.64,193.32,0.0045000000000000005,47470000.0,AAPL
2023-07-27,193.22,196.02,197.2,192.55,-0.0066,47460000.0,AAPL
2023-07-28,195.83,194.67,196.63,194.14,0.013500000000000002,48290000.0,AAPL
2023-07-31,196.45,196.06,196.49,195.26,0.0032,38820000.0,AAPL
2023-08-01,195.6,196.24,196.73,195.28,-0.0043,35280000.0,AAPL
2023-08-02,192.58,195.04,195.18,191.85,-0.0155,50390000.0,AAPL
2023-08-03,191.17,191.57,192.37,190.69,-0.0073,62240000.0,AAPL
2023-08-04,181.99,185.52,187.38,181.92,-0.048,115960000.0,AAPL
2023-08-07,178.85,182.13,183.13,177.35,-0.0173,97580000.0,AAPL
2023-08-08,179.8,179.69,180.27,177.58,0.0053,67820000.0,AAPL
2023-08-09,178.19,180.87,180.93,177.01,-0.009000000000000001,60380000.0,AAPL
2023-08-10,177.97,179.48,180.75,177.6,-0.0012,54690000.0,AAPL
2023-08-11,177.79,177.32,178.62,176.55,-0.001,52040000.0,AAPL
2023-08-14,179.46,177.97,179.69,177.3,0.009399999999999999,43680000.0,AAPL
2023-08-15,177.45,178.88,179.48,177.05,-0.011200000000000002,43620000.0,AAPL
2023-08-16,176.57,177.13,178.54,176.5,-0.005,46960000.0,AAPL
2023-08-17,174.0,177.14,177.51,173.48,-0.0146,66060000.0,AAPL
2023-08-18,174.49,172.3,175.1,171.96,0.0028000000000000004,61170000.0,AAPL
2023-08-21,175.84,175.07,176.13,173.74,0.0077,46310000.0,AAPL
2023-08-22,177.23,177.06,177.68,176.25,0.0079,42080000.0,AAPL
2023-08-23,181.12,178.52,181.55,178.32,0.0219,52720000.0,AAPL
2023-08-24,176.38,180.67,181.1,176.01,-0.0262,54950000.0,AAPL
2023-08-25,178.61,177.38,179.15,175.82,0.0126,51450000.0,AAPL
2023-08-28,180.19,180.09,180.59,178.54,0.0088,43820000.0,AAPL
2023-08-29,184.12,179.7,184.9,179.5,0.0218,53000000.0,AAPL
2023-08-30,187.65,184.94,187.85,184.74,0.0192,60810000.0,AAPL
2023-08-31,187.87,187.84,189.12,187.48,0.0012,60790000.0,AAPL
2023-09-01,189.46,189.49,189.92,188.28,0.0085,45770000.0,AAPL
2023-09-05,189.7,188.28,189.98,187.61,0.0013,45280000.0,AAPL
2023-09-06,182.91,188.4,188.85,181.47,-0.0358,81760000.0,AAPL
2023-09-07,177.56,175.18,178.21,173.54,-0.0292,112490000.0,AAPL
2023-09-08,178.18,178.35,180.24,177.79,0.0034999999999999996,65599999.99999999,AAPL
2023-09-11,179.36,180.07,180.3,177.34,0.0066,58950000.0,AAPL
2023-09-12,176.3,179.49,180.13,174.82,-0.0171,90370000.0,AAPL
2023-09-13,174.21,176.51,177.3,173.98,-0.011899999999999999,84270000.0,AAPL
2023-09-14,175.74,174.0,176.1,173.58,0.0088,60900000.0,AAPL
2023-09-15,175.01,176.48,176.49,173.82,-0.0042,109260000.0,AAPL
2023-09-18,177.97,176.48,179.38,176.17,0.0169,67260000.0,AAPL
2023-09-19,179.07,177.52,179.63,177.13,0.0062,51830000.0,AAPL
2023-09-20,175.49,179.26,179.7,175.4,-0.02,58440000.0,AAPL
2023-09-21,173.93,174.55,176.3,173.86,-0.0089,63150000.0,AAPL
2023-09-22,174.79,174.67,177.08,174.05,0.0049,56730000.0,AAPL
2023-09-25,176.08,174.2,176.97,174.15,0.0074,46170000.0,AAPL
2023-09-26,171.96,174.82,175.2,171.66,-0.023399999999999997,64590000.0,AAPL
2023-09-27,170.43,172.62,173.04,169.05,-0.0089,66920000.0,AAPL
2023-09-28,170.69,169.34,172.03,167.62,0.0015,56290000.0,AAPL
2023-09-29,171.21,172.02,173.07,170.34,0.003,51860000.0,AAPL
2023-10-02,173.75,171.22,174.3,170.93,0.0148,52160000.0,AAPL
2023-10-03,172.4,172.26,173.63,170.82,-0.0078000000000000005,49590000.0,AAPL
2023-10-04,173.66,171.09,174.21,170.97,0.0073,53020000.0,AAPL
2023-10-05,174.91,173.79,175.45,172.68,0.0072,48530000.0,AAPL
2023-10-06,177.49,173.8,177.99,173.18,0.0148,57270000.0,AAPL
2023-10-09,178.99,176.81,179.05,175.8,0.0085,42390000.0,AAPL
2023-10-10,178.39,178.1,179.72,177.95,-0.0034000000000000002,43700000.0,AAPL
2023-10-11,179.8,178.2,179.85,177.6,0.0079,47550000.0,AAPL
2023-10-12,180.71,180.07,182.34,179.04,0.0051,56740000.0,AAPL
2023-10-13,178.85,181.42,181.93,178.14,-0.0103,51460000.0,AAPL
2023-10-16,178.72,176.75,179.07,176.51,-0.0007000000000000001,52520000.0,AAPL
2023-10-17,177.15,176.65,178.42,174.8,-0.0088,57550000.0,AAPL
2023-10-18,175.84,175.58,177.57,175.11,-0.0074,54760000.0,AAPL
2023-10-19,175.46,176.04,177.84,175.19,-0.0022,59300000.0,AAPL
2023-10-20,172.88,175.31,175.42,172.64,-0.0147,64239999.99999999,AAPL
2023-10-23,173.0,170.91,174.01,169.93,0.0007000000000000001,55980000.0,AAPL
2023-10-24,173.44,173.05,173.67,171.45,0.0025,43820000.0,AAPL
2023-10-25,171.1,171.88,173.06,170.65,-0.013500000000000002,57160000.0,AAPL
2023-10-26,166.89,170.37,171.38,165.67,-0.0246,70630000.0,AAPL
2023-10-27,168.22,166.91,168.96,166.83,0.008,58500000.0,AAPL
2023-10-30,170.29,169.02,171.17,168.87,0.0123,51130000.0,AAPL
2023-10-31,170.77,169.35,170.9,167.9,0.0028000000000000004,44850000.0,AAPL
2023-11-01,173.97,171.0,174.23,170.12,0.0187,56930000.0,AAPL
2023-11-02,177.57,175.52,177.78,175.46,0.0207,77330000.0,AAPL
2023-11-03,176.65,174.24,176.82,173.35,-0.0052,79830000.0,AAPL
2023-11-06,179.23,176.38,179.43,176.21,0.0146,63840000.0,AAPL
2023-11-07,181.82,179.18,182.44,178.97,0.014499999999999999,70530000.0,AAPL
2023-11-08,182.89,182.35,183.45,181.59,0.0059,49340000.0,AAPL
2023-11-09,182.41,182.96,184.12,181.81,-0.0026,53760000.0,AAPL
2023-11-10,186.4,183.97,186.57,183.53,0.0219,66180000.00000001,AAPL
2023-11-13,184.8,185.82,186.03,184.21,-0.0086,43630000.0,AAPL
2023-11-14,187.44,187.7,188.11,186.3,0.0143,60110000.0,AAPL
2023-11-15,188.01,187.85,189.5,187.78,0.003,53790000.0,AAPL
2023-11-16,189.71,189.57,190.96,188.65,0.009000000000000001,54410000.0,AAPL
2023-11-17,189.69,190.25,190.38,188.57,-0.0001,50940000.0,AAPL
2023-11-20,191.45,189.89,191.9,189.88,0.009300000000000001,46540000.0,AAPL
2023-11-21,190.64,191.41,191.52,189.74,-0.0042,38130000.0,AAPL
2023-11-22,191.31,191.49,192.93,190.82,0.0034999999999999996,39630000.0,AAPL
2023-11-24,189.97,190.87,190.9,189.25,-0.006999999999999999,24050000.0,AAPL
2023-11-27,189.79,189.92,190.67,188.9,-0.0009,40550000.0,AAPL
2023-11-28,190.4,189.78,191.08,189.4,0.0032,38420000.0,AAPL
2023-11-29,189.37,190.9,192.09,188.97,-0.0054,43010000.0,AAPL
2023-11-30,189.95,189.84,190.32,188.19,0.0031,48790000.0,AAPL
2023-12-01,191.24,190.33,191.56,189.23,0.0068000000000000005,45700000.0,AAPL
2023-12-04,189.43,189.98,190.05,187.45,-0.0095,43390000.0,AAPL
2023-12-05,193.42,190.21,194.4,190.18,0.021099999999999997,66629999.99999999,AAPL
2023-12-06,192.32,194.45,194.76,192.11,-0.005699999999999999,41090000.0,AAPL
2023-12-07,194.27,193.63,195.0,193.59,0.0101,47480000.0,AAPL
2023-12-08,195.71,194.2,195.99,193.67,0.0074,53410000.0,AAPL
2023-12-11,193.18,193.11,193.49,191.42,-0.0129,60940000.0,AAPL
2023-12-12,194.71,193.08,194.72,191.72,0.0079,52700000.0,AAPL
2023-12-13,197.96,195.09,198.0,194.85,0.0167,70400000.0,AAPL
2023-12-14,198.11,198.02,199.62,196.16,0.0008,66830000.0,AAPL
2023-12-15,197.57,197.53,198.4,197.0,-0.0027,128539999.99999999,AAPL
2023-12-18,195.89,196.09,196.63,194.39,-0.0085,55750000.0,AAPL
2023-12-19,196.94,196.16,196.95,195.89,0.0054,40710000.0,AAPL
2023-12-20,194.83,196.9,197.68,194.83,-0.010700000000000001,52240000.0,AAPL
2023-12-21,194.68,196.1,197.08,193.5,-0.0008,46480000.0,AAPL
2023-12-22,193.6,195.18,195.41,192.97,-0.0055000000000000005,37150000.0,AAPL
2023-12-26,193.05,193.61,193.89,192.83,-0.0028000000000000004,28920000.0,AAPL
2023-12-27,193.15,192.49,193.5,191.09,0.0005,48090000.0,AAPL
2023-12-28,193.58,194.14,194.66,193.17,0.0022,34050000.0,AAPL
2023-12-29,192.53,193.9,194.4,191.73,-0.0054,42670000.0,AAPL
2024-01-02,185.64,187.15,188.44,183.88,-0.0358,82490000.0,AAPL
2024-01-03,184.25,184.22,185.88,183.43,-0.0075,58410000.0,AAPL
2024-01-04,181.91,182.15,183.09,180.88,-0.0127,71980000.0,AAPL
2024-01-05,181.18,181.99,182.76,180.17,-0.004,62380000.0,AAPL
2024-01-08,185.56,182.09,185.6,181.5,0.0242,59140000.0,AAPL
2024-01-09,185.14,183.92,185.15,182.73,-0.0023,42840000.0,AAPL
2024-01-10,186.19,184.35,186.4,183.92,0.005699999999999999,46790000.0,AAPL
2024-01-11,185.59,186.54,187.05,183.62,-0.0032,49130000.0,AAPL
2024-01-12,185.92,186.06,186.74,185.19,0.0018,40480000.0,AAPL
2024-01-16,183.63,182.16,184.26,180.93,-0.0123,65599999.99999999,AAPL
2024-01-17,182.68,181.27,182.93,180.3,-0.0052,47320000.0,AAPL
2024-01-18,188.63,186.09,189.14,185.83,0.0326,78010000.0,AAPL
2024-01-19,191.56,189.33,191.95,188.82,0.0155,68900000.0,AAPL
2024-01-22,193.89,192.3,195.33,192.26,0.012199999999999999,60130000.0,AAPL
2024-01-23,195.18,195.02,195.75,193.83,0.0067,42360000.0,AAPL
2024-01-24,194.5,195.42,196.38,194.34,-0.0034999999999999996,53630000.0,AAPL
2024-01-25,194.17,195.22,196.27,193.11,-0.0017000000000000001,54820000.0,AAPL
2024-01-26,192.42,194.27,194.76,191.94,-0.009000000000000001,44590000.0,AAPL
2024-01-29,191.73,192.01,192.2,189.58,-0.0036,47150000.0,AAPL
2024-01-30,188.04,190.94,191.8,187.47,-0.0192,55860000.0,AAPL
2024-01-31,184.4,187.04,187.1,184.35,-0.0194,55470000.0,AAPL
2024-02-01,186.86,183.99,186.95,183.82,0.013300000000000001,64890000.0,AAPL
2024-02-02,185.85,179.86,187.33,179.25,-0.0054,102550000.0,AAPL
2024-02-05,187.68,188.15,189.25,185.84,0.0098,69670000.0,AAPL
2024-02-06,189.3,186.86,189.31,186.77,0.0086,43490000.0,AAPL
2024-02-07,189.41,190.64,191.05,188.61,0.0006,53440000.0,AAPL
2024-02-08,188.32,189.38,189.54,187.35,-0.0058,40960000.0,AAPL
2024-02-09,188.85,188.65,189.99,188.0,0.0028000000000000004,45160000.0,AAPL
2024-02-12,187.15,188.41,188.67,186.79,-0.009000000000000001,41780000.0,AAPL
2024-02-13,185.04,185.77,186.21,183.51,-0.0113,56530000.0,AAPL
2024-02-14,184.15,185.32,185.53,182.44,-0.0048,54630000.0,AAPL
2024-02-15,183.86,183.55,184.49,181.35,-0.0016,65430000.00000001,AAPL
2024-02-16,182.31,183.42,184.85,181.66,-0.0084,49750000.0,AAPL
2024-02-20,181.56,181.79,182.43,180.0,-0.0040999999999999995,53670000.0,AAPL
2024-02-21,182.32,181.94,182.89,180.66,0.0042,41530000.0,AAPL
2024-02-22,184.37,183.48,184.96,182.46,0.011200000000000002,52290000.0,AAPL
2024-02-23,182.52,185.01,185.04,182.23,-0.01,45120000.0,AAPL
2024-02-26,181.16,182.24,182.76,180.65,-0.0075,40870000.0,AAPL
2024-02-27,182.63,181.1,183.92,179.56,0.008100000000000001,54320000.0,AAPL
2024-02-28,181.42,182.51,183.12,180.13,-0.0066,48950000.0,AAPL
2024-02-29,180.75,181.27,182.57,179.53,-0.0037,136680000.0,AAPL
2024-03-01,179.66,179.55,180.53,177.38,-0.006,73560000.0,AAPL
2024-03-04,175.1,176.15,176.9,173.79,-0.0254,81510000.0,AAPL
2024-03-05,170.12,170.76,172.04,169.62,-0.028399999999999998,95130000.0,AAPL
2024-03-06,169.12,171.06,171.24,168.68,-0.0059,68590000.0,AAPL
2024-03-07,169.0,169.15,170.73,168.49,-0.0007000000000000001,71770000.0,AAPL
2024-03-08,170.73,169.0,173.7,168.94,0.0102,76270000.0,AAPL
2024-03-11,172.75,172.94,174.38,172.05,0.0118,60140000.0,AAPL
2024-03-12,173.23,173.15,174.03,171.01,0.0028000000000000004,59830000.0,AAPL
2024-03-13,171.13,172.77,173.18,170.76,-0.0121,52490000.0,AAPL
2024-03-14,173.0,172.91,174.31,172.05,0.0109,72910000.0,AAPL
2024-03-15,172.62,171.17,172.62,170.29,-0.0022,121750000.0,AAPL
2024-03-18,173.72,175.57,177.71,173.52,0.0064,75600000.0,AAPL
2024-03-19,176.08,174.34,176.6,173.03,0.013600000000000001,55220000.0,AAPL
2024-03-20,178.67,175.72,178.67,175.09,0.0147,53420000.0,AAPL
2024-03-21,171.37,177.05,177.49,170.84,-0.0409,106180000.0,AAPL
2024-03-22,172.28,171.76,173.05,170.06,0.0053,71160000.0,AAPL
2024-03-25,170.85,170.57,171.94,169.45,-0.0083,54290000.0,AAPL
2024-03-26,169.71,170.0,171.42,169.58,-0.0067,57390000.0,AAPL
2024-03-27,173.31,170.41,173.6,170.11,0.0212,60270000.0,AAPL
2024-03-28,171.48,171.75,172.23,170.51,-0.0106,65670000.0,AAPL
2024-04-01,170.03,171.19,171.25,169.48,-0.0085,46240000.0,AAPL
2024-04-02,168.84,169.08,169.34,168.23,-0.006999999999999999,49330000.0,AAPL
2024-04-03,169.65,168.79,170.68,168.58,0.0048,47690000.0,AAPL
2024-04-04,168.82,170.29,171.92,168.82,-0.0049,53700000.0,AAPL
2024-04-05,169.58,169.59,170.39,168.95,0.0045000000000000005,42100000.0,AAPL
2024-04-08,168.45,169.03,169.2,168.24,-0.0067,37430000.0,AAPL
2024-04-09,169.67,168.7,170.08,168.35,0.0072,42450000.0,AAPL
2024-04-10,167.78,168.8,169.09,167.11,-0.0111,49710000.0,AAPL
2024-04-11,175.04,168.34,175.46,168.16,0.0433,91070000.0,AAPL
2024-04-12,176.55,174.26,178.36,174.21,0.0086,101670000.0,AAPL
2024-04-15,172.69,175.36,176.63,172.5,-0.0219,73530000.0,AAPL
2024-04-16,169.38,171.75,173.76,168.27,-0.0192,73710000.0,AAPL
2024-04-17,168.0,169.61,170.65,168.0,-0.008100000000000001,50900000.0,AAPL
2024-04-18,167.04,168.03,168.64,166.55,-0.005699999999999999,43120000.0,AAPL
2024-04-19,165.0,166.21,166.4,164.07,-0.012199999999999999,68150000.0,AAPL
2024-04-22,165.84,165.51,167.26,164.77,0.0051,48120000.0,AAPL
2024-04-23,166.9,165.35,167.05,164.92,0.0064,49540000.0,AAPL
2024-04-24,169.02,166.54,169.3,166.21,0.0127,48250000.0,AAPL
2024-04-25,169.89,169.52,170.61,168.15,0.0051,50560000.0,AAPL
2024-04-26,169.3,169.88,171.34,169.18,-0.0034999999999999996,44840000.0,AAPL
2024-04-29,173.5,173.37,176.03,173.1,0.0248,68170000.0,AAPL
2024-04-30,170.33,173.33,174.99,170.0,-0.0183,65930000.00000001,AAPL
2024-05-01,169.3,169.58,172.71,169.11,-0.006,50380000.0,AAPL
2024-05-02,173.03,172.51,173.41,170.89,0.022000000000000002,94210000.0,AAPL
2024-05-03,183.38,186.65,187.0,182.66,0.059800000000000006,163220000.0,AAPL
2024-05-06,181.71,182.35,184.2,180.42,-0.0091,78570000.0,AAPL
2024-05-07,182.4,183.45,184.9,181.32,0.0038,77310000.0,AAPL
2024-05-08,182.74,182.85,183.07,181.45,0.0019,45060000.0,AAPL
2024-05-09,184.57,182.56,184.66,182.11,0.01,48980000.0,AAPL
2024-05-10,183.05,184.9,185.09,182.13,-0.008199999999999999,50760000.0,AAPL
2024-05-13,186.28,185.43,187.1,184.62,0.0176,72040000.0,AAPL
2024-05-14,187.43,187.51,188.3,186.29,0.0062,52390000.0,AAPL
2024-05-15,189.72,187.91,190.65,187.37,0.012199999999999999,70400000.0,AAPL
2024-05-16,189.84,190.47,191.1,189.66,0.0006,52850000.0,AAPL
2024-05-17,189.87,189.51,190.81,189.18,0.0002,41280000.0,AAPL
2024-05-20,191.04,189.32,191.92,189.01,0.0062,44360000.0,AAPL
2024-05-21,192.35,191.09,192.73,190.92,0.0069,42310000.0,AAPL
2024-05-22,190.9,192.26,192.82,190.27,-0.0075,34650000.0,AAPL
2024-05-23,186.88,190.98,191.0,186.63,-0.021099999999999997,51010000.0,AAPL
2024-05-24,189.98,188.82,190.58,188.04,0.0166,36330000.0,AAPL
2024-05-28,189.99,191.51,193.0,189.1,0.0001,52280000.0,AAPL
2024-05-29,190.29,189.61,192.25,189.51,0.0016,53070000.0,AAPL
2024-05-30,191.29,190.76,192.18,190.63,0.0053,49950000.0,AAPL
2024-05-31,192.25,191.44,192.57,189.91,0.005,75160000.0,AAPL
2024-06-03,194.03,192.9,194.99,192.52,0.009300000000000001,50080000.0,AAPL
2024-06-04,194.35,194.63,195.32,193.03,0.0016,47470000.0,AAPL
2024-06-05,195.87,195.4,196.9,194.87,0.0078000000000000005,54160000.0,AAPL
2024-06-06,194.48,195.68,196.5,194.17,-0.0070999999999999995,41180000.0,AAPL
2024-06-07,196.89,194.65,196.94,194.14,0.0124,53100000.0,AAPL
2024-06-10,193.12,196.9,197.3,192.15,-0.0191,97260000.0,AAPL
2024-06-11,207.15,193.65,207.16,193.63,0.0726,172370000.0,AAPL
2024-06-12,213.07,207.37,220.2,206.9,0.0286,198130000.0,AAPL
2024-06-13,214.24,214.74,216.75,211.6,0.0055000000000000005,97860000.0,AAPL
2024-06-14,212.49,213.85,215.17,211.3,-0.008199999999999999,70120000.0,AAPL
2024-06-17,216.67,213.37,218.95,212.72,0.0197,93730000.0,AAPL
2024-06-18,214.29,217.59,218.63,213.0,-0.011000000000000001,79940000.0,AAPL
2024-06-20,209.68,213.93,214.24,208.85,-0.0215,86170000.0,AAPL
2024-06-21,207.49,210.39,211.89,207.11,-0.0104,246420000.0,AAPL
2024-06-24,208.14,207.72,212.7,206.59,0.0031,80730000.0,AAPL
2024-06-25,209.07,209.15,211.38,208.61,0.0045000000000000005,56710000.0,AAPL
2024-06-26,213.25,211.5,214.86,210.64,0.02,66209999.99999999,AAPL
2024-06-27,214.1,214.69,215.74,212.35,0.004,49770000.0,AAPL
2024-06-28,210.62,215.77,216.07,210.3,-0.0163,82540000.0,AAPL
2024-07-01,216.75,212.09,217.51,211.92,0.0291,60400000.0,AAPL
2024-07-02,220.27,216.15,220.38,215.1,0.016200000000000003,58050000.0,AAPL
2024-07-03,221.55,220.0,221.55,219.03,0.0058,37370000.0,AAPL
2024-07-05,226.34,221.65,226.45,221.65,0.0216,60410000.0,AAPL
2024-07-08,227.82,227.09,227.85,223.25,0.006500000000000001,59090000.0,AAPL
2024-07-09,228.68,227.93,229.4,226.37,0.0038,48170000.0,AAPL
2024-07-10,232.98,229.3,233.08,229.25,0.018799999999999997,62630000.0,AAPL
