Date,close,open,high,low,涨跌幅,volume,Ticker,Return,Volatility,Volume_MA20,Volume_Ratio,Overreaction,Herding,LossAversion,Disposition,Vol_lag1
2025-05-06,198.51,198.21,200.65,197.02,-0.19%,51220000.0,AAPL,-0.0019106038513750923,0.6912102870414587,71191000.0,0.7194729670885365,0.0,-0.3,0.4186372015512023,-0.7194729670885365,0.7069391961390624
2025-05-07,196.25,199.17,199.44,193.25,-1.14%,68620000.0,AAPL,-0.011384816885799176,0.6634264932254444,68579000.0,1.0005978506539903,0.0,-0.3,0.33897642583541776,-1.0005978506539903,0.6912102870414587
2025-05-08,197.49,197.72,200.05,194.68,0.63%,50480000.0,AAPL,0.006318471337579679,0.3782315918167357,61883000.0,0.8157329153402388,0.0,-0.4,0.0,0.8157329153402388,0.6634264932254444
2025-05-09,198.53,199.0,200.54,197.54,0.53%,36450000.0,AAPL,0.005266089422249154,0.34376521545460836,57611500.0,0.632686182446213,0.0,-0.4,0.0,0.632686182446213,0.3782315918167357
2025-05-12,210.79,210.97,211.27,206.75,6.18%,63780000.0,AAPL,0.06175389109958185,0.38118702051429865,56428500.0,1.1302799117467237,0.0,-0.5,0.0,1.1302799117467237,0.34376521545460836
2025-05-13,212.93,210.43,213.4,209.0,1.02%,51910000.0,AAPL,0.010152284263959421,0.3757517195056013,53956500.0,0.9620712981753821,0.0,-0.6,0.0,0.9620712981753821,0.38118702051429865
2025-05-14,212.33,212.43,213.94,210.58,-0.28%,49330000.0,AAPL,-0.002817827455032118,0.3759210815307641,53856000.0,0.9159610814022578,0.0,-0.6,0.0,-0.9159610814022578,0.3757517195056013
2025-05-15,211.45,210.95,212.96,209.54,-0.41%,45030000.0,AAPL,-0.004144492064239724,0.3436873284629308,53121000.0,0.8476873552832214,0.0,-0.6,-0.3266686424661034,-0.8476873552832214,0.3759210815307641
2025-05-16,211.26,212.36,212.57,209.77,-0.09%,54740000.0,AAPL,-0.000898557578623782,0.342291874002192,53250000.0,1.027981220657277,0.0,-0.5,-0.3326530140220707,-1.027981220657277,0.3436873284629308
2025-05-19,208.78,207.91,209.48,204.26,-1.17%,46140000.0,AAPL,-0.011739089273880454,0.3364647564535817,53220000.0,0.8669673055242391,0.0,-0.5,-0.34686605656897884,-0.8669673055242391,0.342291874002192
2025-05-20,206.86,207.67,208.47,205.03,-0.92%,42500000.0,AAPL,-0.009196283168885877,0.32001689793582155,52696000.0,0.8065128282981631,0.0,-0.4,-0.3799312538213241,-0.8065128282981631,0.3364647564535817
2025-05-21,202.09,205.17,207.04,200.71,-2.31%,59210000.0,AAPL,-0.0230590737696994,0.3202574769456095,53010000.0,1.1169590643274854,0.0,-0.3,-0.3801454819705439,-1.1169590643274854,0.32001689793582155
2025-05-22,201.36,200.71,202.75,199.7,-0.36%,46740000.0,AAPL,-0.003612251966945368,0.31251182230861696,52981500.0,0.8821947283485745,0.0,-0.2,-0.3958096346965939,-0.8821947283485745,0.3202574769456095
2025-05-23,195.27,193.66,197.7,193.46,-3.02%,78430000.0,AAPL,-0.030244338498212175,0.3276362951270477,54992000.0,1.4262074483561245,0.0,-0.2,-0.367462375876762,-1.4262074483561245,0.31251182230861696
2025-05-27,200.21,198.3,200.74,197.43,2.53%,56290000.0,AAPL,0.025298304911148595,0.3422627296687857,55869500.0,1.007526467929729,0.0,-0.2,0.0,1.007526467929729,0.3276362951270477
2025-05-28,200.42,200.59,202.73,199.9,0.10%,45340000.0,AAPL,0.0010488986564105574,0.3414203054655871,56295000.0,0.8054001243449684,0.0,-0.2,0.0,0.8054001243449684,0.3422627296687857
2025-05-29,199.95,203.57,203.81,198.51,-0.23%,51480000.0,AAPL,-0.002345075341782299,0.3399415124367662,56254500.0,0.9151267898568115,0.0,-0.1,0.0,-0.9151267898568115,0.3414203054655871
2025-05-30,200.85,199.37,201.96,196.78,0.45%,70820000.0,AAPL,0.004501125281320295,0.3401165796580082,56927000.0,1.24404939659564,0.0,0.0,0.0,1.24404939659564,0.3399415124367662
2025-06-02,201.7,200.28,202.13,200.12,0.42%,35420000.0,AAPL,0.004232013940751678,0.3151756187211393,53647500.0,0.6602357984994641,0.0,0.0,0.0,0.6602357984994641,0.3401165796580082
2025-06-03,203.27,201.35,203.77,200.96,0.78%,46380000.0,AAPL,0.007783837382250969,0.29450546879805156,52515500.0,0.8831678266416582,0.0,0.0,0.0,0.8831678266416582,0.3151756187211393
2025-06-04,202.82,202.91,206.24,202.1,-0.22%,43600000.0,AAPL,-0.002213804299699973,0.2945505908329714,52134500.0,0.8362984204317678,0.0,0.0,0.0,-0.8362984204317678,0.29450546879805156
2025-06-05,200.63,203.5,204.75,200.15,-1.08%,55220000.0,AAPL,-0.010797751701015712,0.29422418205938927,51464500.0,1.0729726316198545,0.0,0.1,-0.4367482500151971,-1.0729726316198545,0.2945505908329714
2025-06-06,203.92,203.0,205.7,202.05,1.64%,46610000.0,AAPL,0.016398345212580434,0.2986627981058135,51271000.0,0.9090909090909091,0.0,0.1,0.0,0.9090909090909091,0.29422418205938927
2025-06-09,201.45,204.39,206.0,200.02,-1.21%,72860000.0,AAPL,-0.012112593173793651,0.3023118467278173,53091500.0,1.3723477392802992,0.0,0.1,0.0,-1.3723477392802992,0.2986627981058135
2025-06-10,202.67,200.6,204.35,200.57,0.61%,54670000.0,AAPL,0.006056093323405287,0.20142191229057407,52636000.0,1.0386427540086633,0.0,0.1,0.0,1.0386427540086633,0.3023118467278173
2025-06-11,198.78,203.5,204.5,198.41,-1.92%,60990000.0,AAPL,-0.01919376326047262,0.20506353843389,53090000.0,1.148803917875306,0.0,0.2,0.0,-1.148803917875306,0.20142191229057407
2025-06-12,199.2,199.08,199.68,197.36,0.21%,43900000.0,AAPL,0.0021128886205854513,0.20597902419683575,52818500.0,0.831148177248502,0.0,0.1,0.0,0.831148177248502,0.20506353843389
2025-06-13,196.45,199.73,200.37,195.7,-1.38%,51450000.0,AAPL,-0.013805220883534086,0.20945015808518658,53139500.0,0.96820632486192,0.0,0.1,0.0,-0.96820632486192,0.20597902419683575
2025-06-16,198.42,197.3,198.68,196.56,1.00%,43020000.0,AAPL,0.01002799694578771,0.21483381948799532,52553500.0,0.8185943847698061,0.0,0.0,0.0,0.8185943847698061,0.20945015808518658
2025-06-17,195.64,197.2,198.39,195.21,-1.40%,38860000.0,AAPL,-0.014010684406813856,0.21620034523744122,52189500.0,0.7445942191436975,0.0,0.0,0.0,-0.7445942191436975,0.21483381948799532
2025-06-18,196.58,195.94,197.57,195.07,0.48%,45390000.0,AAPL,0.004804743406256584,0.21672431121783442,52334000.0,0.8673137921809914,0.0,-0.1,0.0,0.8673137921809914,0.21620034523744122
2025-06-20,201.0,198.24,201.7,196.85,2.25%,96810000.0,AAPL,0.02248448468816755,0.21957808740065482,54214000.0,1.7857011104142841,0.0,-0.1,0.0,1.7857011104142841,0.21672431121783442
2025-06-23,201.5,201.63,202.3,198.96,0.25%,55810000.0,AAPL,0.0024875621890547706,0.21938069453618367,54667500.0,1.0208990716604929,0.0,-0.2,0.0,1.0208990716604929,0.21957808740065482
2025-06-24,200.3,202.59,203.44,200.2,-0.60%,54060000.0,AAPL,-0.005955334987593042,0.18972088111804702,53449000.0,1.0114314580254073,0.0,-0.1,0.0,-1.0114314580254073,0.21938069453618367
2025-06-25,201.56,201.45,203.67,200.62,0.63%,39530000.0,AAPL,0.006290564153769385,0.16872008396902669,52611000.0,0.7513637832392466,0.0,-0.1,0.0,0.7513637832392466,0.18972088111804702
2025-06-26,201.0,201.43,202.64,199.46,-0.28%,50800000.0,AAPL,-0.0027783290335383626,0.16906834630292317,52884000.0,0.960592995991226,0.0,0.0,0.0,-0.960592995991226,0.16872008396902669
2025-06-27,201.08,201.89,203.22,200.0,0.04%,73190000.0,AAPL,0.0003980099502487455,0.1688011984911654,53969500.0,1.3561363362640009,0.0,0.0,0.0,1.3561363362640009,0.16906834630292317
2025-06-30,205.17,202.01,207.39,199.26,2.03%,91910000.0,AAPL,0.02034016311915643,0.18277051246336531,55024000.0,1.6703620238441408,0.0,0.0,0.0,1.6703620238441408,0.1688011984911654
2025-07-01,207.82,206.66,210.19,206.14,1.29%,78790000.0,AAPL,0.012916118340888127,0.18727100380059142,57192500.0,1.3776281855138348,0.0,0.1,0.0,1.3776281855138348,0.18277051246336531
2025-07-02,212.44,208.91,213.34,208.14,2.22%,67940000.0,AAPL,0.022230776633625382,0.20021166722518158,58270500.0,1.1659415999519482,0.0,0.2,0.0,1.1659415999519482,0.18727100380059142
2025-07-03,213.55,212.15,214.65,211.81,0.52%,34960000.0,AAPL,0.005225004707211545,0.19973586443160454,57838500.0,0.6044416781209748,0.0,0.1,0.0,0.6044416781209748,0.20021166722518158
2025-07-07,209.95,212.68,216.23,208.8,-1.69%,50230000.0,AAPL,-0.016857878716928232,0.206203476419403,57589000.0,0.8722151799822883,0.0,0.1,0.0,-0.8722151799822883,0.19973586443160454
2025-07-08,210.01,210.1,211.43,208.45,0.03%,42850000.0,AAPL,0.0002857823291260164,0.19946909105720326,57401000.0,0.7465026741694396,0.0,0.1,0.0,0.7465026741694396,0.206203476419403
2025-07-09,211.14,209.53,211.33,207.22,0.54%,48750000.0,AAPL,0.005380696157325726,0.19314519390910243,56195500.0,0.8675071847389916,0.0,0.1,0.0,0.8675071847389916,0.19946909105720326
2025-07-10,212.41,210.51,213.48,210.03,0.60%,44440000.0,AAPL,0.006014966373022679,0.19313498549728425,55684000.0,0.798074850944616,0.0,0.1,0.0,0.798074850944616,0.19314519390910243
2025-07-11,211.16,210.57,212.13,209.86,-0.59%,39770000.0,AAPL,-0.005884845346264322,0.17861271958037733,54623000.0,0.7280815773575234,0.0,0.1,0.0,-0.7280815773575234,0.19313498549728425
2025-07-14,208.62,209.93,210.91,207.54,-1.20%,38840000.0,AAPL,-0.012028793332070409,0.18651312788815813,54370000.0,0.7143645392679787,0.0,0.2,-0.3972601580738765,-0.7143645392679787,0.17861271958037733
2025-07-15,209.11,209.22,211.89,208.92,0.23%,42300000.0,AAPL,0.0023487680951010947,0.1764664441255362,53912500.0,0.7846046835149548,0.0,0.1,0.0,0.7846046835149548,0.18651312788815813
2025-07-16,210.16,210.29,212.4,208.64,0.50%,47490000.0,AAPL,0.005021280665678196,0.1747786239428451,54136000.0,0.8772351115708585,0.0,0.1,0.0,0.8772351115708585,0.1764664441255362
2025-07-17,210.02,210.57,211.8,209.59,-0.07%,48070000.0,AAPL,-0.0006661591168632963,0.16368459467159605,54596500.0,0.8804593701061423,0.0,0.1,0.0,-0.8804593701061423,0.1747786239428451
2025-07-18,211.18,210.87,211.79,209.7,0.55%,48970000.0,AAPL,0.00552328349680975,0.1637744171487577,54775500.0,0.8940128342050734,0.0,0.1,0.0,0.8940128342050734,0.16368459467159605
2025-07-21,212.48,212.1,215.78,211.63,0.62%,51380000.0,AAPL,0.006155885974050479,0.14838712827929937,52504000.0,0.9785921072680177,0.0,0.0,0.0,0.9785921072680177,0.1637744171487577
2025-07-22,214.4,213.14,214.95,212.23,0.90%,46400000.0,AAPL,0.009036144578313365,0.15000305640517866,52033500.0,0.8917332103356491,0.0,0.0,0.0,0.8917332103356491,0.14838712827929937
2025-07-23,214.15,215.0,215.15,212.41,-0.12%,46990000.0,AAPL,-0.0011660447761193682,0.14708225472671319,51680000.0,0.909249226006192,0.0,0.0,0.0,-0.909249226006192,0.15000305640517866
2025-07-24,213.76,213.9,215.69,213.53,-0.18%,46020000.0,AAPL,-0.0018211533971516092,0.14777681176696486,52004500.0,0.8849234200886462,0.0,0.1,-0.38537341561166494,-0.8849234200886462,0.14708225472671319
2025-07-25,213.88,214.7,215.24,213.4,0.06%,40270000.0,AAPL,0.0005613772455090871,0.1465198437733116,51478000.0,0.7822759236955593,0.0,0.0,0.0,0.7822759236955593,0.14777681176696486
2025-07-28,214.05,214.03,214.85,213.06,0.08%,37860000.0,AAPL,0.000794838227043293,0.146427706411263,49711500.0,0.7615943996861894,0.0,-0.1,0.0,0.7615943996861894,0.1465198437733116
2025-07-29,211.27,214.18,214.81,210.82,-1.30%,51410000.0,AAPL,-0.012987619715019827,0.1423283232949947,47686500.0,1.0780828955784132,0.0,-0.1,0.0,-1.0780828955784132,0.146427706411263
2025-07-30,209.05,211.9,212.39,207.72,-1.05%,45510000.0,AAPL,-0.010507880910682998,0.14170354638902266,46022500.0,0.9888641425389755,0.0,-0.1,-0.3651844587406943,-0.9888641425389755,0.1423283232949947
2025-07-31,207.57,208.49,209.84,207.16,-0.71%,80700000.0,AAPL,-0.0070796460176991705,0.11780932835668605,46660500.0,1.7295142572411355,0.0,-0.2,-0.4616815914244434,-1.7295142572411355,0.14170354638902266
2025-08-01,202.38,210.87,213.58,201.5,-2.50%,104430000.0,AAPL,-0.02500361323890732,0.1424593342687954,50134000.0,2.083017513064986,0.009096765175004165,-0.2,-0.3383087283091404,-2.083017513064986,0.11780932835668605
2025-08-04,203.35,204.51,207.88,201.68,0.48%,75110000.0,AAPL,0.004792963731593991,0.1343047625155067,51378000.0,1.461909766826268,0.009096765175004165,-0.2,0.0,1.461909766826268,0.1424593342687954
2025-08-05,202.92,203.4,205.34,202.16,-0.21%,44160000.0,AAPL,-0.002114580772067942,0.1341370430296144,51443500.0,0.8584174871460923,0.009096765175004165,-0.1,0.0,-0.8584174871460923,0.1343047625155067
2025-08-06,213.25,205.63,215.38,205.59,5.09%,108480000.0,AAPL,0.050906761285235635,0.22942619963090294,54430000.0,1.9930185559434135,-0.02686194997175928,0.0,0.0,1.9930185559434135,0.1341370430296144
2025-08-07,220.03,218.88,220.85,216.58,3.18%,90220000.0,AAPL,0.03179366940211015,0.2543933811713895,56719000.0,1.5906486362594545,-0.0685480469648007,0.1,0.0,1.5906486362594545,0.22942619963090294
2025-08-08,229.35,220.83,231.0,219.25,4.24%,113850000.0,AAPL,0.04235786029177846,0.2899987129178902,60423000.0,1.8842162752594211,-0.09011138296551775,0.1,0.0,1.8842162752594211,0.2543933811713895
2025-08-11,227.18,227.92,229.56,224.76,-0.95%,61810000.0,AAPL,-0.009461521691737418,0.2882196819061069,61571500.0,1.0038735453903185,-0.06324943299375847,0.0,0.0,-1.0038735453903185,0.2899987129178902
2025-08-12,229.65,228.01,230.8,227.07,1.09%,55670000.0,AAPL,0.01087243595386922,0.2889926409782981,62240000.0,0.8944408740359897,-0.021563336000717064,0.0,0.0,0.8944408740359897,0.2882196819061069
2025-08-13,233.33,231.07,235.0,230.43,1.60%,69880000.0,AAPL,0.016024384933594593,0.2917054649998588,63359500.0,1.1029127439452646,0.0,0.1,0.0,1.1029127439452646,0.2889926409782981
2025-08-14,232.78,234.05,235.12,230.85,-0.24%,51920000.0,AAPL,-0.0023571765310933523,0.2922331953844547,63552000.0,0.8169687814702921,0.0,0.1,0.0,-0.8169687814702921,0.2917054649998588
2025-08-15,231.59,234.0,234.28,229.34,-0.51%,56040000.0,AAPL,-0.005112123034624938,0.29456234794654285,63905500.0,0.8769198269319542,0.0,0.2,0.4677650184750006,-0.8769198269319542,0.2922331953844547
2025-08-18,230.89,231.7,233.12,230.11,-0.30%,37480000.0,AAPL,-0.0030225830130835574,0.295794693857041,63210500.0,0.5929394641713006,0.0,0.3,0.4736749849727453,-0.5929394641713006,0.29456234794654285
2025-08-19,230.56,231.27,232.87,229.35,-0.14%,39400000.0,AAPL,-0.0014292520247736196,0.29591679013148076,62860500.0,0.6267847058168484,0.0,0.4,0.4746867786843807,-0.6267847058168484,0.295794693857041
2025-08-20,226.01,229.98,230.47,225.77,-1.97%,42260000.0,AAPL,-0.019734559333795976,0.3071777271041156,62624000.0,0.6748211548288197,0.0,0.4,0.530063058410714,-0.6748211548288197,0.29591679013148076
2025-08-21,224.9,226.27,226.52,223.78,-0.49%,30620000.0,AAPL,-0.0049112871111897105,0.30799886878925525,61854000.0,0.49503669932421507,0.0,0.4,0.5180357960532478,-0.49503669932421507,0.3071777271041156
2025-08-22,227.76,226.17,229.09,225.41,1.27%,42480000.0,AAPL,0.012716763005780285,0.3098858788111945,61964500.0,0.6855538251740916,0.0,0.4,0.0,0.6855538251740916,0.30799886878925525
2025-08-25,227.16,226.48,229.3,226.23,-0.26%,30980000.0,AAPL,-0.0026343519494204104,0.31049597548647456,61620500.0,0.5027547650538376,0.0,0.5,0.0,-0.5027547650538376,0.3098858788111945
2025-08-26,229.31,226.87,229.49,224.69,0.95%,54580000.0,AAPL,0.009464694488466208,0.3051967534826685,61779000.0,0.8834717298758478,0.0,0.4,0.0,0.8834717298758478,0.31049597548647456
2025-08-27,230.49,228.61,230.9,228.26,0.51%,31260000.0,AAPL,0.005145872399808127,0.30015480398003413,61066500.0,0.5119009604283854,0.0,0.3,0.0,0.5119009604283854,0.3051967534826685
2025-08-28,232.56,230.82,233.41,229.34,0.90%,38070000.0,AAPL,0.008980866848887104,0.2969357341586059,58935000.0,0.6459658946296768,0.0,0.3,0.0,0.6459658946296768,0.30015480398003413
2025-08-29,232.14,232.51,233.38,231.37,-0.18%,39420000.0,AAPL,-0.001805985552115641,0.27560316153539793,55684500.0,0.7079169248174986,0.0,0.4,0.0,-0.7079169248174986,0.2969357341586059
2025-09-02,229.72,229.25,230.85,226.97,-1.04%,44080000.0,AAPL,-0.010424743689153027,0.28244548276388604,54133000.0,0.8142907283911847,0.0,0.4,0.3152244104142752,-0.8142907283911847,0.27560316153539793
2025-09-03,238.47,237.21,238.85,234.36,3.81%,66430000.00000001,AAPL,0.038089848511231095,0.3020063199151934,55246500.0,1.2024291131564897,-0.011052819427909847,0.4,0.0,1.2024291131564897,0.28244548276388604
2025-09-04,239.78,238.45,239.9,236.74,0.55%,47550000.0,AAPL,0.005493353461651473,0.2565832652195214,52200000.0,0.9109195402298851,-0.011052819427909847,0.3,0.0,0.9109195402298851,0.3020063199151934
2025-09-05,239.69,239.99,241.32,238.49,-0.04%,54870000.0,AAPL,-0.00037534406539330156,0.23846509297197674,50432500.0,1.0879888960491746,-0.011052819427909847,0.2,0.0,-1.0879888960491746,0.2565832652195214
2025-09-08,237.88,239.3,240.15,236.34,-0.76%,49000000.0,AAPL,-0.007551420584922197,0.19491151892744935,47190000.0,1.0383555838101293,0.0,0.2,-0.11263617279411453,-1.0383555838101293,0.23846509297197674
2025-09-09,234.35,237.0,238.78,233.36,-1.48%,66310000.0,AAPL,-0.014839414831007258,0.19993866717906378,47415000.0,1.3985025835706,0.0,0.2,-0.0923227387889548,-1.3985025835706,0.19491151892744935
2025-09-10,226.79,232.18,232.42,225.95,-3.23%,83440000.0,AAPL,-0.03225944100704081,0.22987142496386337,48803500.0,1.7097134426834142,0.010937503880992535,0.2,0.03912149187190783,-1.7097134426834142,0.19993866717906378
2025-09-11,230.03,226.88,230.45,226.65,1.43%,50210000.0,AAPL,0.014286344195070466,0.22828895616246178,47820000.0,1.0499790882475952,0.010937503880992535,0.1,0.0,1.0499790882475952,0.22987142496386337
2025-09-12,234.07,229.22,234.51,229.02,1.76%,55820000.0,AAPL,0.017562926574794524,0.23705390046776548,48015000.0,1.1625533687389358,0.010937503880992535,0.1,0.0,1.1625533687389358,0.22828895616246178
2025-09-15,236.7,237.0,238.19,235.03,1.12%,42700000.0,AAPL,0.011235955056179803,0.23912229065524437,47348000.0,0.901833234772324,0.0,0.0,0.0,0.901833234772324,0.23705390046776548
2025-09-16,238.15,237.18,241.22,236.32,0.61%,63420000.0,AAPL,0.006125897760878907,0.2391849668955259,48645000.0,1.3037311131668208,0.0,0.0,0.0,1.3037311131668208,0.23912229065524437
2025-09-17,238.99,238.97,240.1,237.73,0.35%,46510000.0,AAPL,0.0035271887465881946,0.23898375878081446,49000500.0,0.9491739880205304,0.0,-0.1,0.0,0.9491739880205304,0.2391849668955259
2025-09-18,237.88,239.97,241.2,236.65,-0.46%,44250000.0,AAPL,-0.004644545796895327,0.2265404265670785,49100000.0,0.9012219959266803,0.0,-0.1,0.0,-0.9012219959266803,0.23898375878081446
2025-09-19,245.5,241.23,246.3,240.21,3.20%,163740000.0,AAPL,0.03203295779384563,0.24718216165915938,55756000.0,2.9367242987301814,0.0,-0.1,0.0,2.9367242987301814,0.2265404265670785
2025-09-22,256.08,248.3,256.64,248.12,4.31%,105520000.0,AAPL,0.04309572301425657,0.2816799638448915,58908000.0,1.7912677395260406,-0.022895127279676724,0.0,0.0,1.7912677395260406,0.24718216165915938
2025-09-23,254.43,255.88,257.34,253.58,-0.64%,60280000.0,AAPL,-0.006443298969072031,0.283551324909542,60373000.0,0.9984595763006642,-0.022895127279676724,-0.1,0.0,-0.9984595763006642,0.2816799638448915
2025-09-24,252.31,255.22,255.74,251.04,-0.83%,42300000.0,AAPL,-0.008332350744802097,0.2875388832725503,59759000.0,0.7078431700664335,-0.022895127279676724,0.0,0.23415538796863644,-0.7078431700664335,0.283551324909542
2025-09-25,256.87,253.21,257.17,251.71,1.81%,55200000.0,AAPL,0.01807300542982837,0.2912955190180659,60956000.0,0.9055712317081174,0.0,0.0,0.0,0.9055712317081174,0.2875388832725503
2025-09-26,255.46,254.1,257.6,253.78,-0.55%,46080000.0,AAPL,-0.00548915793981386,0.29358180750127144,61356500.0,0.7510206742561912,0.0,0.1,0.0,-0.7510206742561912,0.2912955190180659
2025-09-29,254.43,254.56,255.0,253.01,-0.40%,40130000.0,AAPL,-0.0040319423784546116,0.29435824583047593,61392000.0,0.6536682303883242,0.0,0.1,0.22381914290218607,-0.6536682303883242,0.29358180750127144
2025-09-30,254.63,254.85,255.92,253.11,0.08%,37700000.0,AAPL,0.0007860708249813886,0.28933670543822404,61073000.0,0.6172940579306732,0.0,0.0,0.0,0.6172940579306732,0.29435824583047593
2025-10-01,255.45,255.04,258.79,254.93,0.32%,48710000.0,AAPL,0.0032203589522050713,0.2621495722926272,60187000.0,0.8093109807765797,0.0,-0.1,0.0,0.8093109807765797,0.28933670543822404
2025-10-02,257.13,256.58,258.18,254.15,0.66%,42630000.0,AAPL,0.0065766294773927925,0.2622829534648333,59941000.0,0.7111993460235899,0.0,-0.1,0.0,0.7111993460235899,0.2621495722926272
2025-10-03,258.02,254.66,259.24,253.95,0.35%,49160000.0,AAPL,0.0034612841753198786,0.2618595214180259,59655500.0,0.8240648389503064,0.0,-0.1,0.0,0.8240648389503064,0.2622829534648333
2025-10-06,256.69,257.99,259.07,255.05,-0.52%,44660000.0,AAPL,-0.005154639175257714,0.2606143582558789,59438500.0,0.7513648561117794,0.0,-0.1,0.0,-0.7513648561117794,0.2618595214180259
2025-10-07,256.48,256.8,257.4,255.43,-0.08%,31960000.0,AAPL,-0.000818107444777616,0.25181831769875257,57721000.0,0.5536979608807886,0.0,0.0,-0.010776477983336585,-0.5536979608807886,0.2606143582558789
2025-10-08,258.06,256.52,258.52,256.11,0.62%,36500000.0,AAPL,0.006160324391765393,0.21072492447690078,55374000.0,0.659154115649944,0.0,0.0,0.0,0.659154115649944,0.25181831769875257
2025-10-09,254.04,257.8,258.0,253.14,-1.56%,38320000.0,AAPL,-0.01557777261102078,0.22253767730135526,54779500.0,0.6995317591434752,0.0,0.1,0.0,-0.6995317591434752,0.21072492447690078
2025-10-10,245.27,254.94,256.38,244.0,-3.45%,62000000.0,AAPL,-0.03452212250039355,0.25776367201446365,55088500.0,1.1254617569910235,0.013451843918914666,0.0,-0.009916156189160641,-1.1254617569910235,0.22253767730135526
2025-10-13,247.66,249.38,249.69,245.56,0.97%,38140000.0,AAPL,0.009744363354670327,0.2571440677604214,54860500.0,0.6952178707813454,0.013451843918914666,0.0,0.0,0.6952178707813454,0.25776367201446365
2025-10-14,247.77,246.6,248.85,244.7,0.04%,35480000.0,AAPL,0.0004441573124445153,0.25683981854719806,53463500.0,0.663630327232598,0.013451843918914666,-0.1,0.0,0.663630327232598,0.2571440677604214
2025-10-15,249.34,249.49,251.82,247.47,0.63%,33890000.0,AAPL,0.006336521774226167,0.25723936137373504,52832500.0,0.6414612217858325,0.0,-0.1,0.0,0.6414612217858325,0.25683981854719806
2025-10-16,247.45,248.25,249.04,245.13,-0.76%,39780000.0,AAPL,-0.007580011229646355,0.2584902309772506,52609000.0,0.756144385941569,0.0,-0.1,0.0,-0.756144385941569,0.25723936137373504
2025-10-17,252.29,248.02,253.38,247.27,1.96%,49150000.0,AAPL,0.0195595069711052,0.24263808277085608,46879500.0,1.048432683795689,0.0,-0.2,0.0,1.048432683795689,0.2584902309772506
2025-10-20,262.24,255.88,264.38,255.63,3.94%,90480000.0,AAPL,0.03943874113123802,0.2345299904714747,46127500.0,1.9615197008292233,-0.02033976584090717,-0.2,0.0,1.9615197008292233,0.24263808277085608
2025-10-21,262.77,261.88,265.29,261.83,0.20%,46700000.0,AAPL,0.0020210494203782847,0.2327447637330584,45448500.0,1.027536662376096,-0.02033976584090717,-0.2,0.0,1.027536662376096,0.2345299904714747
2025-10-22,258.45,262.65,262.85,255.43,-1.64%,45020000.0,AAPL,-0.016440232903299434,0.23908052633268187,45584500.0,0.9876164046989656,-0.02033976584090717,-0.2,0.0,-0.9876164046989656,0.2327447637330584
2025-10-23,259.58,259.94,260.62,258.01,0.44%,32750000.0,AAPL,0.0043722189978718795,0.2311549418237183,44462000.0,0.7365840493005263,0.0,-0.2,0.0,0.7365840493005263,0.23908052633268187
2025-10-24,262.82,261.19,264.13,259.18,1.25%,38250000.0,AAPL,0.012481701209646312,0.23363861770394095,44070500.0,0.86792752521528,0.0,-0.3,0.0,0.86792752521528,0.2311549418237183
2025-10-27,268.81,264.88,269.12,264.65,2.28%,44890000.0,AAPL,0.02279126398295417,0.2443346187468084,44308500.0,1.013123892706817,0.0,-0.4,0.0,1.013123892706817,0.23363861770394095
2025-10-28,269.0,268.98,269.89,268.15,0.07%,41530000.0,AAPL,0.0007068189427477112,0.24434372438202212,44500000.0,0.9332584269662921,0.0,-0.4,0.0,0.9332584269662921,0.2443346187468084
2025-10-29,269.7,269.27,271.41,267.11,0.26%,51090000.0,AAPL,0.0026022304832713505,0.2443415218128877,44619000.0,1.1450279029113157,0.0,-0.3,0.0,1.1450279029113157,0.24434372438202212
2025-10-30,271.4,271.99,274.14,268.48,0.63%,69890000.0,AAPL,0.006303299962921782,0.2442878576241949,45982000.0,1.519942586229394,0.0,-0.2,0.0,1.519942586229394,0.2443415218128877
2025-10-31,270.37,276.99,277.32,269.16,-0.38%,86170000.0,AAPL,-0.0037951363301399477,0.24538930737585427,47832500.0,1.801494799560968,0.0,-0.2,0.0,-1.801494799560968,0.2442878576241949
2025-11-03,269.05,270.42,270.85,266.25,-0.49%,50190000.0,AAPL,-0.004882198468765031,0.24527915325225244,48109000.0,1.0432559396370742,0.0,-0.2,-0.039742837707365974,-1.0432559396370742,0.24538930737585427
2025-11-04,270.04,268.33,271.49,267.61,0.37%,49270000.0,AAPL,0.0036796134547483206,0.2449995422079283,48974500.0,1.0060337522588285,0.0,-0.3,0.0,1.0060337522588285,0.24527915325225244
2025-11-05,270.14,268.61,271.7,266.93,0.04%,43680000.0,AAPL,0.00037031550881327924,0.24477443149339312,49333500.0,0.8854024141810332,0.0,-0.3,0.0,0.8854024141810332,0.2449995422079283
2025-11-06,269.77,267.89,273.4,267.89,-0.14%,51200000.0,AAPL,-0.0013696601762049898,0.23596915851838735,49977500.0,1.024461007453354,0.0,-0.3,0.0,-1.024461007453354,0.24477443149339312
2025-11-07,268.47,269.8,272.29,266.77,-0.48%,48230000.0,AAPL,-0.004818919820587686,0.19272971609806583,49289000.0,0.9785144758465377,0.0,-0.2,-0.22767391264510983,-0.9785144758465377,0.23596915851838735
2025-11-10,269.43,268.96,273.73,267.45,0.36%,41310000.0,AAPL,0.003575818527209673,0.19178670041162135,49447500.0,0.8354315182769604,0.0,-0.2,0.0,0.8354315182769604,0.19272971609806583
