Ticker,AR_RMSE,AR_R2,Behavioral_RMSE,Behavioral_R2,Full_RMSE,Full_R2
AAPL,0.03170604360859089,0.9635738255896439,0.17740603607791253,-0.14042372036883233,0.02998908391347757,0.9674121389181375
MSFT,0.02624311245645822,0.9494821183201286,0.11365796241660615,0.05242372059343858,0.025805341120448327,0.9511534767682092
NVDA,0.034365827667444164,0.9654169673788283,0.2002107821172469,-0.1737737230595755,0.033573166635755165,0.9669939106866139
JPM,0.01963790942928248,0.9636719307489418,0.10928300135040338,-0.12501170053122035,0.01990743488989017,0.9626679001016673
XOM,0.016126507732535614,0.9575554066016535,0.08098928108538411,-0.07052498328375978,0.015392982868263625,0.9613288318326196
